token,gold_pos,gold_genero,gold_numero,spacy_pos,spacy_genero,spacy_numero,stanza_pos,stanza_genero,stanza_numero
tratamiento,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
(,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
asignación,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
al,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
azar,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
),PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Ni,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
pacientes,NOUN,-,Plur,NOUN,-,Plur,NOUN,-,Plur
ni,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
médicos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
del,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
estudio,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
sabían,VERB,-,Plur,VERB,-,Plur,VERB,-,Plur
quién,PRON,-,Sing,PRON,-,Sing,PRON,-,Sing
estaba,AUX,-,Sing,AUX,-,Sing,AUX,-,Sing
recibiendo,VERB,-,-,VERB,-,-,VERB,-,-
cada,DET,-,Sing,DET,-,Sing,DET,-,Sing
tratamiento,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Esto,PRON,Masc,Sing,PRON,-,Sing,PRON,-,Sing
se,PRON,-,-,PRON,-,-,PRON,-,-
denomina,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
estudio,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
con,ADP,-,-,ADP,-,-,ADP,-,-
doble,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
enmascaramiento,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Medicamentos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
usados,ADJ,Masc,Plur,ADJ,Masc,Plur,ADJ,Masc,Plur
en,ADP,-,-,ADP,-,-,ADP,-,-
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
estudio,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
Placebo,NOUN,Masc,Sing,PROPN,-,-,PROPN,-,-
•,PUNCT,-,-,PROPN,-,-,PUNCT,-,-
Inyectable,NOUN,Masc,Sing,PROPN,-,-,PROPN,-,-
que,PRON,-,-,PRON,-,-,PRON,-,-
contiene,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
placebo,NOUN,Masc,Sing,NOUN,Fem,Plur,NOUN,Masc,Sing
(,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
medicamento,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
inactivo,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
),PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Albiglutida,NOUN,Fem,-,PROPN,-,-,PROPN,-,-
•,PUNCT,-,-,PROPN,-,-,PUNCT,-,-
Inyectable,NOUN,Masc,Sing,PROPN,-,-,PROPN,-,-
que,PRON,-,-,PRON,-,-,PRON,-,-
contiene,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
30,NUM,-,-,NUM,-,-,NUM,-,-
or,CCONJ,-,-,NOUN,-,-,SYM,-,-
50,NUM,-,-,NUM,-,-,NUM,-,-
milligramos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
(,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
mg,NOUN,Masc,Sing,NOUN,Fem,Sing,NOUN,-,-
),PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
de,ADP,-,-,ADP,-,-,ADP,-,-
albiglutida,NOUN,Fem,-,ADJ,Fem,Sing,NOUN,Fem,Sing
Los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
pacientes,NOUN,-,Plur,NOUN,-,Plur,NOUN,-,Plur
se,PRON,-,-,PRON,-,-,PRON,-,-
autoinyectaron,VERB,-,Plur,VERB,-,Plur,VERB,-,Plur
placebo,NOUN,Masc,Sing,NOUN,Fem,Plur,NOUN,Masc,Sing
o,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
albiglutida,NOUN,Fem,-,VERB,Fem,Sing,ADJ,Fem,Sing
una,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
vez,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
a,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
semana,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
por,ADP,-,-,ADP,-,-,ADP,-,-
vía,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
subcutánea,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
en,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
parte,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
superior,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
un,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
brazo,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
abdomen,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
o,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
un,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
muslo,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Para,ADP,-,-,ADP,-,-,ADP,-,-
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
pacientes,NOUN,-,Plur,NOUN,-,Plur,NOUN,-,Plur
del,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
grupo,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
tratado,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
con,ADP,-,-,ADP,-,-,ADP,-,-
albiglutida,NOUN,Fem,-,ADJ,Fem,Sing,NOUN,Fem,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
dosis,NOUN,Fem,-,NOUN,Fem,-,NOUN,Fem,-
inicial,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
albiglutida,NOUN,Fem,-,ADJ,Fem,Sing,NOUN,Fem,Sing
fue,VERB,-,Sing,AUX,-,Sing,VERB,-,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
30,NUM,-,-,NUM,-,-,NUM,-,-
mg,NOUN,Masc,Sing,NOUN,Fem,Sing,NOUN,-,-
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Después,ADV,-,-,ADV,-,-,ADV,-,-
de,ADP,-,-,ADP,-,-,ADP,-,-
cinco,NUM,-,-,NUM,-,Plur,NUM,-,Plur
semanas,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
se,PRON,-,-,PRON,-,-,PRON,-,-
podía,AUX,-,Sing,AUX,-,Sing,AUX,-,Sing
aumentar,VERB,-,-,VERB,-,-,VERB,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
dosis,NOUN,Fem,-,NOUN,Fem,-,NOUN,Fem,-
de,ADP,-,-,ADP,-,-,ADP,-,-
medicamento,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
del,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
estudio,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
a,ADP,-,-,ADP,-,-,ADP,-,-
50,NUM,-,-,NUM,-,-,NUM,-,-
mg,NOUN,Masc,Sing,NOUN,Fem,Sing,NOUN,-,-
si,SCONJ,-,-,SCONJ,-,-,SCONJ,-,-
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
médico,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
del,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
estudio,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
pensaba,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
que,SCONJ,-,-,SCONJ,-,-,SCONJ,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
diabetes,NOUN,Fem,-,NOUN,Fem,-,NOUN,Fem,-
del,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
paciente,NOUN,-,Sing,NOUN,-,Sing,NOUN,-,Sing
no,ADV,-,-,ADV,-,-,ADV,-,-
estaba,VERB,-,Sing,AUX,-,Sing,AUX,-,Sing
bien,ADV,-,-,ADV,-,-,ADV,-,-
controlada,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
En,ADP,-,-,ADP,-,-,ADP,-,-
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
transcurso,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
del,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
estudio,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
pacientes,NOUN,-,Plur,NOUN,-,Plur,NOUN,-,Plur
continuaron,AUX,-,Plur,VERB,-,Plur,VERB,-,Plur
tomando,VERB,-,-,VERB,-,-,VERB,-,-
su,DET,-,Sing,DET,-,Sing,DET,-,Sing
medicamento,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
habitual,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
para,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
diabetes,NOUN,Fem,-,NOUN,Fem,-,NOUN,Fem,-
de,ADP,-,-,ADP,-,-,ADP,-,-
tipo,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
2,NUM,-,-,NUM,-,-,NUM,-,-
y,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
enfermedad,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
cardiovascular,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
¿,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
A,ADP,-,-,ADP,-,-,ADP,-,-
qué,DET,-,-,DET,-,-,DET,-,-
pacientes,NOUN,-,Plur,NOUN,-,Plur,NOUN,-,Plur
se,PRON,-,-,PRON,-,-,PRON,-,-
incluyó,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
en,ADP,-,-,ADP,-,-,ADP,-,-
este,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
estudio,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
?,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
estudios,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
tienen,VERB,-,Plur,VERB,-,Plur,VERB,-,Plur
una,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
lista,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
requisitos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
que,PRON,-,-,PRON,-,-,PRON,-,-
definen,VERB,-,Plur,VERB,-,Plur,VERB,-,Plur
a,ADP,-,-,ADP,-,-,ADP,-,-
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
pacientes,NOUN,-,Plur,NOUN,-,Plur,NOUN,-,Plur
que,PRON,-,-,PRON,-,-,PRON,-,-
pueden,AUX,-,Plur,AUX,-,Plur,AUX,-,Plur
participar,VERB,-,-,VERB,-,-,VERB,-,-
(,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
criterios,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
de,ADP,-,-,ADP,-,-,ADP,-,-
inclusión,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
),PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
y,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
a,ADP,-,-,ADP,-,-,ADP,-,-
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
que,PRON,-,-,PRON,-,-,PRON,-,-
no,ADV,-,-,ADV,-,-,ADV,-,-
(,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
criterios,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
de,ADP,-,-,ADP,-,-,ADP,-,-
exclusión,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
),PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
principales,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
criterios,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
de,ADP,-,-,ADP,-,-,ADP,-,-
inclusión,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
y,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
de,ADP,-,-,ADP,-,-,ADP,-,-
exclusión,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
este,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
estudio,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
se,PRON,-,-,PRON,-,-,PRON,-,-
muestran,VERB,-,Plur,VERB,-,Plur,VERB,-,Plur
a,ADP,-,-,ADP,-,-,ADP,-,-
continuación,NOUN,Fem,Sing,NOUN,-,-,NOUN,-,-
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Principales,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
criterios,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
de,ADP,-,-,ADP,-,-,ADP,-,-
inclusión,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
En,ADP,-,-,ADP,-,-,ADP,-,-
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
estudio,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
se,PRON,-,-,PRON,-,-,PRON,-,-
incluyeron,VERB,-,Plur,VERB,-,Plur,VERB,-,Plur
hombres,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
y,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
mujeres,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
que,PRON,-,-,PRON,-,-,PRON,-,-
cumplían,VERB,-,Plur,VERB,-,Plur,VERB,-,Plur
las,DET,Fem,Plur,DET,Fem,Plur,DET,Fem,Plur
siguientes,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
condiciones,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
•,PUNCT,-,-,PROPN,-,-,PUNCT,-,-
Eran,VERB,-,Plur,AUX,-,Plur,AUX,-,Plur
mayores,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
de,ADP,-,-,ADP,-,-,ADP,-,-
40,NUM,-,-,NUM,-,-,NUM,-,-
años,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
•,PUNCT,-,-,PROPN,-,-,PUNCT,-,-
Tenían,VERB,-,Plur,PROPN,-,-,VERB,-,Plur
diabetes,NOUN,Fem,-,NOUN,Fem,-,NOUN,Fem,-
de,ADP,-,-,ADP,-,-,ADP,-,-
tipo,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
2,NUM,-,-,NUM,-,-,NUM,-,-
que,PRON,-,-,PRON,-,-,PRON,-,-
no,ADV,-,-,ADV,-,-,ADV,-,-
estaba,VERB,-,Sing,AUX,-,Sing,AUX,-,Sing
bien,ADV,-,-,ADV,-,-,ADV,-,-
controlada,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
con,ADP,-,-,ADP,-,-,ADP,-,-
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
medicamentos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
que,PRON,-,-,PRON,-,-,PRON,-,-
tomaban,VERB,-,Plur,VERB,-,Plur,VERB,-,Plur
habitualmente,ADV,-,-,ADV,-,-,ADV,-,-
para,ADP,-,-,ADP,-,-,ADP,-,-
ella,PRON,Fem,Sing,PRON,Fem,Sing,PRON,Fem,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
•,PUNCT,-,-,PROPN,-,-,PUNCT,-,-
Tenían,VERB,-,Plur,PROPN,-,-,VERB,-,Plur
enfermedad,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
cardiovascular,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Principales,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
criterios,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
de,ADP,-,-,ADP,-,-,ADP,-,-
exclusión,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
Se,PRON,-,-,PRON,-,-,PRON,-,-
excluyó,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
del,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
estudio,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
a,ADP,-,-,ADP,-,-,ADP,-,-
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
hombres,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
y,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
mujeres,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
si,SCONJ,-,-,SCONJ,-,-,SCONJ,-,-
cumplían,VERB,-,Plur,VERB,-,Plur,VERB,-,Plur
las,DET,Fem,Plur,DET,Fem,Plur,DET,Fem,Plur
siguientes,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
condiciones,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
•,PUNCT,-,-,PROPN,-,-,PUNCT,-,-
Tenían,VERB,-,Plur,VERB,-,Plur,VERB,-,Plur
una,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
enfermedad,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
renal,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
grave,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
•,PUNCT,-,-,PROPN,-,-,PUNCT,-,-
Estaban,AUX,-,Plur,AUX,-,Plur,AUX,-,Plur
tomando,VERB,-,-,VERB,-,-,VERB,-,-
un,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
medicamento,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
clase,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
agonistas,NOUN,-,Plur,NOUN,-,Plur,NOUN,Masc,Plur
del,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
receptor,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
del,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
GLP-1,NOUN,Masc,Sing,PROPN,-,-,PROPN,-,-
antes,ADV,-,-,ADV,-,-,ADV,-,-
de,ADP,-,-,ADP,-,-,ADP,-,-
empezar,VERB,-,-,VERB,-,-,VERB,-,-
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
tratamiento,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
del,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
estudio,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
•,PUNCT,-,-,PROPN,-,-,PUNCT,-,-
Padecían,VERB,-,Plur,PROPN,-,-,VERB,-,Plur
una,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
enfermedad,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
grave,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
que,PRON,-,-,PRON,-,-,PRON,-,-
hace,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
que,SCONJ,-,-,SCONJ,-,-,SCONJ,-,-
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
alimentos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
permanezcan,VERB,-,Plur,VERB,-,Plur,VERB,-,Plur
en,ADP,-,-,ADP,-,-,ADP,-,-
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
estómago,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
durante,ADP,-,-,ADP,-,-,ADP,-,-
más,ADV,-,-,ADV,-,-,ADV,-,-
tiempo,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
lo,PRON,Masc,Sing,PRON,Masc,Sing,PRON,Masc,Sing
normal,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
(,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
gastroparesia,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
),PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
y,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
que,PRON,-,-,PRON,-,-,PRON,-,-
requería,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
tratamiento,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
durante,ADP,-,-,ADP,-,-,ADP,-,-
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
seis,NUM,-,-,NUM,-,Plur,NUM,-,Plur
meses,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
anteriores,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
al,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
comienzo,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
del,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
estudio,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
•,PUNCT,-,-,PROPN,-,-,PUNCT,-,-
Tenían,VERB,-,Plur,VERB,-,Plur,VERB,-,Plur
antecedentes,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
de,ADP,-,-,ADP,-,-,ADP,-,-
inflamación,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
del,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
páncreas,NOUN,Masc,-,NOUN,Fem,Plur,NOUN,Masc,Sing
(,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
pancreatitis,NOUN,Fem,-,NOUN,Masc,-,NOUN,Fem,Sing
),PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
o,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
corrían,VERB,-,Plur,VERB,-,Plur,VERB,-,Plur
riesgo,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
presentarla,VERB,Fem,Sing,VERB,Fem,Sing,VERB,-,-
durante,ADP,-,-,ADP,-,-,ADP,-,-
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
estudio,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Para,ADP,-,-,ADP,-,-,ADP,-,-
obtener,VERB,-,-,VERB,-,-,VERB,-,-
información,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
más,ADV,-,-,ADV,-,-,ADV,-,-
detallada,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
sobre,ADP,-,-,ADP,-,-,ADP,-,-
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
pacientes,NOUN,-,Plur,NOUN,-,Plur,NOUN,-,Plur
incluidos,ADJ,Masc,Plur,ADJ,Masc,Plur,ADJ,Masc,Plur
en,ADP,-,-,ADP,-,-,ADP,-,-
este,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
estudio,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
consulte,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
resúmenes,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
de,ADP,-,-,ADP,-,-,ADP,-,-
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
resultados,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
científicos,ADJ,Masc,Plur,ADJ,Masc,Plur,ADJ,Masc,Plur
(,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
enlaces,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
al,ADP,Masc,Sing,ADP,Masc,Sing,ADP,-,-
final,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
